wkt_geom,UPJONG1_NM,UPJONG2_NM,UPJONG3_NM,STORE_NM,ADDRESS,PHONE,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호
Point (192993.85335427330574021 449832.47928401385433972),음식,유흥주점,빠/카페/스탠드빠,모두들 사랑한다 말합니다,서울특별시 마포구 상수동 317-8 2층,,서울특별시 마포구 상수동 317-8 2층,126.920717,37.547982,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 65,서울특별시 마포구 상수동 317-8,4049
Point (193168.65066034099436365 449944.32066149153979495),음식,중식,중국음식/중국집,화에이엔디동천홍,서울특별시 마포구 상수동 93-89 8층,02-322-0056,서울특별시 마포구 상수동 93-89 8층,126.922694,37.548991,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 49,서울특별시 마포구 상수동 93-89,4049
Point (192960.94430536747677252 450103.09601882169954479),음식,유흥주점,빠/카페/스탠드빠,위스테리아,"서울특별시 마포구 서교동 405-8 1,2층",,"서울특별시 마포구 서교동 405-8 1,2층",126.920342,37.55042,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 62,서울특별시 마포구 서교동 405-8,4048
Point (192982.63105281064053997 450042.36718698055483401),음식,한식,한식/백반/한정식,야오램,"서울특별시 마포구 서교동 403-4 1,2,3층",02-322-3378,"서울특별시 마포구 서교동 403-4 1,2,3층",126.920588,37.549873,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 38,서울특별시 마포구 서교동 403-4,4048
Point (193044.02261353650828823 449909.01888415624853224),음식,유흥주점,빠/카페/스탠드빠,코난,서울특별시 마포구 상수동 313-1 지하1층,,서울특별시 마포구 상수동 313-1 지하1층,126.921284,37.548672,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로15길 3-18,서울특별시 마포구 상수동 313-1,4049
Point (193009.83977778506232426 449927.5825811592512764),음식,한식,갈비/삼겹살,라라바,서울특별시 마포구 서교동 408-29 1층,02-338-7797,서울특별시 마포구 서교동 408-29 1층,126.920897,37.548839,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 44,서울특별시 마포구 서교동 408-29,4049
Point (192680.19245669525116682 449988.13301122543634847),음식,한식,한식/백반/한정식,향기로운밥상,서울특별시 마포구 서교동 396-22 2층,,서울특별시 마포구 서교동 396-22 2층,126.917166,37.549382,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로3길 26,서울특별시 마포구 서교동 396-22,4047
Point (192657.85481143969809636 450209.90695241547655314),음식,한식,한식/백반/한정식,서교회관,서울특별시 마포구 서교동 395-166 지하1층,02-332-6997,서울특별시 마포구 서교동 395-166 지하1층,126.916911,37.55138,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로 78,서울특별시 마포구 서교동 395-166,4043
Point (192644.79732882484677248 449933.66912572924047709),음식,유흥주점,빠/카페/스탠드빠,베터투게더,서울특별시 마포구 서교동 396-32,,서울특별시 마포구 서교동 396-32,126.916766,37.548891,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 45,서울특별시 마포구 서교동 396-32,4047
Point (193088.73683313155197538 450121.41274275380419567),음식,분식,라면김밥분식,호 브이,서울특별시 마포구 서교동 407-24 지하1층,02-3141-4146,서울특별시 마포구 서교동 407-24 지하1층,126.921788,37.550586,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 11,서울특별시 마포구 서교동 407-24,4049
Point (192784.99161072997958399 450288.26416022167541087),음식,양식,정통양식/경양식,문그로우,서울특별시 마포구 서교동 373-6 지하1층,02-324-5105,서울특별시 마포구 서교동 373-6 지하1층,126.918349,37.552087,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로12길 23,서울특별시 마포구 서교동 373-6,4043
Point (193129.8428472995874472 449926.92753762059146538),음식,유흥주점,빠/카페/스탠드빠,바바,서울특별시 마포구 상수동 93-104 지하1층,,서울특별시 마포구 상수동 93-104 지하1층,126.922255,37.548834,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로11길 9-4,서울특별시 마포구 상수동 93-104,4049
Point (193015.10135656184866093 450089.62074747943552211),음식,일식/수산물,음식점-일식,옐로우후쿠오카,서울특별시 마포구 서교동 405-14 3층,02-334-9642,서울특별시 마포구 서교동 405-14 3층,126.920955,37.550299,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 57,서울특별시 마포구 서교동 405-14,4048
Point (193026.31663017836399376 449975.73755482886917889),음식,한식,한식/백반/한정식,신화,서울특별시 마포구 서교동 408-20 1층,02-322-9569,서울특별시 마포구 서교동 408-20 1층,126.921083,37.549273,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 48-1,서울특별시 마포구 서교동 408-20,4049
Point (192948.2831931565888226 450073.91688836272805929),음식,유흥주점,호프/맥주,하루아끼,서울특별시 마포구 서교동 404-6 1층 좌측,02-334-6633,서울특별시 마포구 서교동 404-6 1층 좌측,126.920199,37.550157,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 56,서울특별시 마포구 서교동 404-6,4048
Point (192712.18757850813562982 449894.43094740447122604),음식,유흥주점,빠/카페/스탠드빠,오오오,서울특별시 마포구 합정동 412-17 세미텍빌딩 1층,,서울특별시 마포구 합정동 412-17 세미텍빌딩 1층,126.917529,37.548538,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 62,서울특별시 마포구 합정동 412-17,4047
Point (192954.13341797326575033 449991.00382692588027567),음식,유흥주점,빠/카페/스탠드빠,고래곰나비,서울특별시 마포구 서교동 403-22,,서울특별시 마포구 서교동 403-22,126.920266,37.54941,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 28,서울특별시 마포구 서교동 403-22,4048
Point (193012.0169448999222368 450099.6122696521342732),음식,한식,한식/백반/한정식,엠,서울특별시 마포구 서교동 405-17,02-322-2919,서울특별시 마포구 서교동 405-17,126.92092,37.550389,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 59,서울특별시 마포구 서교동 405-17,4048
Point (193182.84483876873855479 450119.44818507332820445),음식,유흥주점,빠/카페/스탠드빠,룸앤루머,서울특별시 마포구 서교동 407-1,,서울특별시 마포구 서교동 407-1,126.922853,37.550569,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 69,서울특별시 마포구 서교동 407-1,4049
Point (192975.72188177081989124 450127.27891539066331461),음식,유흥주점,호프/맥주,노노(NoNo),서울특별시 마포구 서교동 405-5 (7층),02-3141-9780,서울특별시 마포구 서교동 405-5 (7층),126.920509,37.550638,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로 21-1,서울특별시 마포구 서교동 405-5,4048
Point (193009.85157186206197366 449836.57236597751034424),음식,제과제빵떡케익,제과점,쿄베이커리,서울특별시 마포구 상수동 317-4 1층,02-794-5090,서울특별시 마포구 상수동 317-4 1층,126.920898,37.548019,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 65-1,서울특별시 마포구 상수동 317-4,4049
Point (192572.77599824548815377 449931.95739174558548257),음식,유흥주점,호프/맥주,사십이점일구오,서울특별시 마포구 합정동 413-18 1층101호,,서울특별시 마포구 합정동 413-18 1층101호,126.915951,37.548875,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 32,서울특별시 마포구 합정동 413-18,4046
Point (192927.09618281738949008 449994.68940819712588564),음식,양식,정통양식/경양식,(주)제니스까페,서울특별시 마포구 서교동 404-22 1층,,서울특별시 마포구 서교동 404-22 1층,126.91996,37.549443,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로9길 23,서울특별시 마포구 서교동 404-22,4048
Point (192579.02869800411281176 449907.97837994823930785),음식,유흥주점,빠/카페/스탠드빠,후마니타스 북까페,서울특별시 마포구 합정동 413-7 지상1층,,서울특별시 마포구 합정동 413-7 지상1층,126.916022,37.548659,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로 23,서울특별시 마포구 합정동 413-7,4046
Point (192700.81606699945405126 449926.29450638254638761),음식,제과제빵떡케익,제과점,슈가리나,서울특별시 마포구 서교동 396-36 5층,,서울특별시 마포구 서교동 396-36 5층,126.9174,37.548825,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 57,서울특별시 마포구 서교동 396-36,4047
Point (193015.10135656184866093 450089.62074747943552211),음식,패스트푸드,샌드위치전문점,죠샌드위치커피,서울특별시 마포구 서교동 405-14 1층,,서울특별시 마포구 서교동 405-14 1층,126.920955,37.550299,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 57,서울특별시 마포구 서교동 405-14,4048
Point (192496.69337142092990689 450032.13701393618248403),음식,한식,한식/백반/한정식,싸바,서울특별시 마포구 서교동 394-25 동양한강트레벨오피스텔 1층104호105호,,서울특별시 마포구 서교동 394-25 동양한강트레벨오피스텔 1층104호105호,126.915089,37.549777,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로 56,서울특별시 마포구 서교동 394-25,4045
Point (193021.20827630918938667 449890.72498780762543902),음식,유흥주점,호프/맥주,컴포,서울특별시 마포구 상수동 314-11 1층,,서울특별시 마포구 상수동 314-11 1층,126.921026,37.548507,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로13길 49-3,서울특별시 마포구 상수동 314-11,4049
Point (193007.47150874335784465 450053.55603778170188889),음식,다방/커피숍/카페,다방/커피숍/카페,피오니,서울특별시 마포구 서교동 403-15 1층,02-333-5325,서울특별시 마포구 서교동 403-15 1층,126.920869,37.549974,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 53,서울특별시 마포구 서교동 403-15,4048
Point (192811.16005692444741726 449894.45570504455827177),음식,유흥주점,빠/카페/스탠드빠,카페플로랄고양이,서울특별시 마포구 서교동 400-11 2층,,서울특별시 마포구 서교동 400-11 2층,126.918649,37.548539,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 79,서울특별시 마포구 서교동 400-11,4047
Point (192906.96449206685065292 450013.46355752396630123),음식,유흥주점,빠/카페/스탠드빠,시루,서울특별시 마포구 서교동 404-19 1층,,서울특별시 마포구 서교동 404-19 1층,126.919732,37.549612,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 42,서울특별시 마포구 서교동 404-19,4048
Point (192762.0980795897776261 450279.95996636676136404),음식,유흥주점,빠/카페/스탠드빠,36.5도 여름,서울특별시 마포구 서교동 373-7 2층,,서울특별시 마포구 서교동 373-7 2층,126.91809,37.552012,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로12길 17,서울특별시 마포구 서교동 373-7,4043
Point (192785.65483557648258284 450136.20986234745942056),음식,유흥주점,빠/카페/스탠드빠,아벡누,서울특별시 마포구 서교동 395-134 1층,,서울특별시 마포구 서교동 395-134 1층,126.918358,37.550717,정좌표,1.14E+18,구주소,서울특별시 마포구 잔다리로3길 29,서울특별시 마포구 서교동 395-134,4043
Point (192540.13342953834217042 449991.58723925962112844),음식,한식,한식/백반/한정식,프리템포,서울특별시 마포구 서교동 394-77 1층,02-322-9708,서울특별시 마포구 서교동 394-77 1층,126.915581,37.549412,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로8길 32-17,서울특별시 마포구 서교동 394-77,4044
Point (192530.30840766074834391 449973.50500924052903429),음식,분식,국수/만두/칼국수,왕사발해물칼국수,서울특별시 마포구 서교동 394-20 1층,02-336-9391,서울특별시 마포구 서교동 394-20 1층,126.91547,37.549249,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 21,서울특별시 마포구 서교동 394-20,4044
Point (192880.81625064002582803 450023.25287532061338425),음식,유흥주점,빠/카페/스탠드빠,폴,서울특별시 마포구 서교동 398-1 창평빌딩 1층,,서울특별시 마포구 서교동 398-1 창평빌딩 1층,126.919436,37.5497,정좌표,1.14E+18,구주소,서울특별시 마포구 독막로7길 41,서울특별시 마포구 서교동 398-1,4047
Point (192922.31902228374383412 449884.70430168631719425),음식,패스트푸드,피자전문,피자돈스,서울특별시 마포구 서교동 402-24 1층,02-338-7479,서울특별시 마포구 서교동 402-24 1층,126.919907,37.548452,정좌표,1.14E+18,구주소,서울특별시 마포구 양화로6길 103,서울특별시 마포구 서교동 402-24,4048
Point (193182.84483876873855479 450119.44818507332820445),음식,양식,정통양식/경양식,알에스,서울특별시 마포구 서교동 407-1 지하1층,,서울특별시 마포구 서교동 407-1 지하1층,126.922853,37.550569,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 69,서울특별시 마포구 서교동 407-1,4049
Point (193018.2785610681748949 449979.739876632404048),음식,일식/수산물,음식점-일식,이나미,서울특별시 마포구 서교동 408-21 1층,02-324-3391,서울특별시 마포구 서교동 408-21 1층,126.920992,37.549309,정좌표,1.14E+18,구주소,서울특별시 마포구 어울마당로 48,서울특별시 마포구 서교동 408-21,4049
Point (193179.5289945091935806 449955.410529704997316),음식,한식,한식/백반/한정식,요기,서울특별시 마포구 상수동 93-86 1층,,서울특별시 마포구 상수동 93-86 1층,126.922817,37.549091,정좌표,1.14E+18,구주소,서울특별시 마포구 와우산로 51,서울특별시 마포구 상수동 93-86,4049
